,Dataset,embeddings,# Features,# Samples,Feature_Samples_ratio,Intrinsic_Dimension,Condition number,Fisher Discriminant Ratio,Total Correlations,Mutual information,# Non-zero entries,# Low variance features,Variation,std_var,Coefficient of Variation %,std_co_of_v,Skewness,std_skew,Kurtosis,std_kurt,Mean Log Kernel Density,Isomap Reconstruction Error,Fractal dimension,Entropy,std_entropy,iteration,model,accuracy,f1_score,time,auc,Model_Parameters,datatype,model_embed_datatype
72,ld_data-1.csv,nmf,3,70,0.0429,3,3.7322,0.0759,2.3782,0.0327,208,1,0.02,0.01,50.343,11.0979,0.2788,0.4597,-0.1095,0.2982,1.2286,0.0048,1.9886,0.8813,0.0,1,mlp,0.7,0.5764705882352941,0.0726099014282226,0.5,"{'estimator__activation': 'relu', 'estimator__alpha': 0.0001, 'estimator__batch_size': 'auto', 'estimator__beta_1': 0.9, 'estimator__beta_2': 0.999, 'estimator__early_stopping': False, 'estimator__epsilon': 1e-08, 'estimator__hidden_layer_sizes': 100, 'estimator__learning_rate': 'constant', 'estimator__learning_rate_init': 0.001, 'estimator__max_fun': 15000, 'estimator__max_iter': 10000, 'estimator__momentum': 0.9, 'estimator__n_iter_no_change': 10, 'estimator__nesterovs_momentum': True, 'estimator__power_t': 0.5, 'estimator__random_state': None, 'estimator__shuffle': True, 'estimator__solver': 'adam', 'estimator__tol': 0.0001, 'estimator__validation_fraction': 0.1, 'estimator__verbose': False, 'estimator__warm_start': False, 'estimator': MLPClassifier(hidden_layer_sizes=100, max_iter=10000), 'n_jobs': None}",ld_data,mlp_nmf_ld_data
73,ld_data-1.csv,nmf,3,70,0.0429,3,3.7322,0.0759,2.3782,0.0327,208,1,0.02,0.01,50.343,11.0979,0.2788,0.4597,-0.1095,0.2982,1.2286,0.0048,1.9886,0.8813,0.0,1,nb,0.7333333333333333,0.6833333333333333,0.0031051635742187,0.5873015873015872,"{'estimator__priors': None, 'estimator__var_smoothing': 1e-09, 'estimator': GaussianNB(), 'n_jobs': None}",ld_data,nb_nmf_ld_data
74,ld_data-1.csv,nmf,3,70,0.0429,3,3.7322,0.0759,2.3782,0.0327,208,1,0.02,0.01,50.343,11.0979,0.2788,0.4597,-0.1095,0.2982,1.2286,0.0048,1.9886,0.8813,0.0,1,pqk,0.7,0.5764705882352941,2.023167848587036,0.5,"{'feature_map': 'ZZFeatureMap', 'feature_map_reps': 4, 'entanglement': 'pairwise', 'svc_best_params': {'C': 0.1, 'gamma': 0.001, 'kernel': 'linear'}}",ld_data,pqk_nmf_ld_data
75,ld_data-1.csv,nmf,3,70,0.0429,3,3.7322,0.0759,2.3782,0.0327,208,1,0.02,0.01,50.343,11.0979,0.2788,0.4597,-0.1095,0.2982,1.2286,0.0048,1.9886,0.8813,0.0,1,qnn,0.7,0.5764705882352941,11.224643230438232,0.5,"{'feature_map': 'ZZFeatureMap', 'ansatz': 'RealAmplitudes', 'optimizer': 'COBYLA', 'optimizer_params': {'maxiter': 100, 'disp': False, 'rhobeg': 1.0, 'max_evals_grouped': 1, 'options': {}, 'tol': None}}",ld_data,qnn_nmf_ld_data
76,ld_data-1.csv,nmf,3,70,0.0429,3,3.7322,0.0759,2.3782,0.0327,208,1,0.02,0.01,50.343,11.0979,0.2788,0.4597,-0.1095,0.2982,1.2286,0.0048,1.9886,0.8813,0.0,1,qsvc,0.7,0.5764705882352941,25.768758058547977,0.5,"{'feature_map': 'ZZFeatureMap', 'quantum_kernel': 'FidelityQuantumKernel', 'C': 0.01, 'gamma': 'scale'}",ld_data,qsvc_nmf_ld_data
77,ld_data-1.csv,nmf,3,70,0.0429,3,3.7322,0.0759,2.3782,0.0327,208,1,0.02,0.01,50.343,11.0979,0.2788,0.4597,-0.1095,0.2982,1.2286,0.0048,1.9886,0.8813,0.0,1,rf,0.7666666666666667,0.7511111111111112,0.0943868160247802,0.6746031746031746,"{'estimator__bootstrap': True, 'estimator__ccp_alpha': 0.0, 'estimator__class_weight': None, 'estimator__criterion': 'gini', 'estimator__max_depth': None, 'estimator__max_features': 'sqrt', 'estimator__max_leaf_nodes': None, 'estimator__max_samples': None, 'estimator__min_impurity_decrease': 0.0, 'estimator__min_samples_leaf': 1, 'estimator__min_samples_split': 2, 'estimator__min_weight_fraction_leaf': 0.0, 'estimator__monotonic_cst': None, 'estimator__n_estimators': 100, 'estimator__n_jobs': None, 'estimator__oob_score': False, 'estimator__random_state': None, 'estimator__verbose': 0, 'estimator__warm_start': False, 'estimator': RandomForestClassifier(), 'n_jobs': None}",ld_data,rf_nmf_ld_data
78,ld_data-1.csv,nmf,3,70,0.0429,3,3.7322,0.0759,2.3782,0.0327,208,1,0.02,0.01,50.343,11.0979,0.2788,0.4597,-0.1095,0.2982,1.2286,0.0048,1.9886,0.8813,0.0,1,svc,0.7,0.5764705882352941,0.0045208930969238,0.5,"{'estimator__C': 0.01, 'estimator__break_ties': False, 'estimator__cache_size': 200, 'estimator__class_weight': None, 'estimator__coef0': 0.0, 'estimator__decision_function_shape': 'ovr', 'estimator__degree': 3, 'estimator__gamma': 0.1, 'estimator__kernel': 'linear', 'estimator__max_iter': -1, 'estimator__probability': False, 'estimator__random_state': None, 'estimator__shrinking': True, 'estimator__tol': 0.001, 'estimator__verbose': False, 'estimator': SVC(C=0.01, gamma=0.1, kernel='linear'), 'n_jobs': None}",ld_data,svc_nmf_ld_data
79,ld_data-1.csv,nmf,3,70,0.0429,3,3.7322,0.0759,2.3782,0.0327,208,1,0.02,0.01,50.343,11.0979,0.2788,0.4597,-0.1095,0.2982,1.2286,0.0048,1.9886,0.8813,0.0,1,vqc,0.6666666666666666,0.56,37.43839716911316,0.4761904761904761,"{'feature_map': 'ZZFeatureMap', 'ansatz': 'RealAmplitudes', 'optimizer': 'COBYLA', 'optimizer_params': {'maxiter': 100, 'disp': False, 'rhobeg': 1.0, 'max_evals_grouped': 1, 'options': {}, 'tol': None}}",ld_data,vqc_nmf_ld_data
80,ld_data-1.csv,none,10,70,0.1429,8,1.5945642650486686e+16,0.2076,18.6994,0.1024,690,3,0.048,0.0103,47.2902,8.0011,0.2005,0.207,-0.1409,0.3104,2.9883,0.2189,1.9965,0.8813,0.0,1,dt,0.9333333333333332,0.9306818181818184,0.0031790733337402,0.8888888888888888,"{'estimator__ccp_alpha': 0.0, 'estimator__class_weight': None, 'estimator__criterion': 'gini', 'estimator__max_depth': None, 'estimator__max_features': None, 'estimator__max_leaf_nodes': None, 'estimator__min_impurity_decrease': 0.0, 'estimator__min_samples_leaf': 1, 'estimator__min_samples_split': 2, 'estimator__min_weight_fraction_leaf': 0.0, 'estimator__monotonic_cst': None, 'estimator__random_state': None, 'estimator__splitter': 'best', 'estimator': DecisionTreeClassifier(), 'n_jobs': None}",ld_data,dt_none_ld_data
81,ld_data-1.csv,none,10,70,0.1429,8,1.5945642650486686e+16,0.2076,18.6994,0.1024,690,3,0.048,0.0103,47.2902,8.0011,0.2005,0.207,-0.1409,0.3104,2.9883,0.2189,1.9965,0.8813,0.0,1,lr,0.8,0.7625,0.0051829814910888,0.6666666666666667,"{'estimator__C': 1.0, 'estimator__class_weight': None, 'estimator__dual': False, 'estimator__fit_intercept': True, 'estimator__intercept_scaling': 1, 'estimator__l1_ratio': None, 'estimator__max_iter': 10000, 'estimator__multi_class': 'deprecated', 'estimator__n_jobs': None, 'estimator__penalty': 'l2', 'estimator__random_state': None, 'estimator__solver': 'saga', 'estimator__tol': 0.0001, 'estimator__verbose': 0, 'estimator__warm_start': False, 'estimator': LogisticRegression(max_iter=10000, solver='saga'), 'n_jobs': None}",ld_data,lr_none_ld_data
82,ld_data-1.csv,none,10,70,0.1429,8,1.5945642650486686e+16,0.2076,18.6994,0.1024,690,3,0.048,0.0103,47.2902,8.0011,0.2005,0.207,-0.1409,0.3104,2.9883,0.2189,1.9965,0.8813,0.0,1,mlp,1.0,1.0,0.1547000408172607,1.0,"{'estimator__activation': 'relu', 'estimator__alpha': 0.0001, 'estimator__batch_size': 'auto', 'estimator__beta_1': 0.9, 'estimator__beta_2': 0.999, 'estimator__early_stopping': False, 'estimator__epsilon': 1e-08, 'estimator__hidden_layer_sizes': 100, 'estimator__learning_rate': 'constant', 'estimator__learning_rate_init': 0.001, 'estimator__max_fun': 15000, 'estimator__max_iter': 10000, 'estimator__momentum': 0.9, 'estimator__n_iter_no_change': 10, 'estimator__nesterovs_momentum': True, 'estimator__power_t': 0.5, 'estimator__random_state': None, 'estimator__shuffle': True, 'estimator__solver': 'adam', 'estimator__tol': 0.0001, 'estimator__validation_fraction': 0.1, 'estimator__verbose': False, 'estimator__warm_start': False, 'estimator': MLPClassifier(hidden_layer_sizes=100, max_iter=10000), 'n_jobs': None}",ld_data,mlp_none_ld_data
83,ld_data-1.csv,none,10,70,0.1429,8,1.5945642650486686e+16,0.2076,18.6994,0.1024,690,3,0.048,0.0103,47.2902,8.0011,0.2005,0.207,-0.1409,0.3104,2.9883,0.2189,1.9965,0.8813,0.0,1,nb,0.8666666666666667,0.853416149068323,0.0073659420013427,0.7777777777777778,"{'estimator__priors': None, 'estimator__var_smoothing': 1e-09, 'estimator': GaussianNB(), 'n_jobs': None}",ld_data,nb_none_ld_data
84,ld_data-1.csv,none,10,70,0.1429,8,1.5945642650486686e+16,0.2076,18.6994,0.1024,690,3,0.048,0.0103,47.2902,8.0011,0.2005,0.207,-0.1409,0.3104,2.9883,0.2189,1.9965,0.8813,0.0,1,pqk,0.9666666666666668,0.9660738714090286,21.682871103286743,0.9444444444444444,"{'feature_map': 'ZZFeatureMap', 'feature_map_reps': 4, 'entanglement': 'pairwise', 'svc_best_params': {'C': 0.1, 'gamma': 1, 'kernel': 'poly'}}",ld_data,pqk_none_ld_data
85,ld_data-1.csv,none,10,70,0.1429,8,1.5945642650486686e+16,0.2076,18.6994,0.1024,690,3,0.048,0.0103,47.2902,8.0011,0.2005,0.207,-0.1409,0.3104,2.9883,0.2189,1.9965,0.8813,0.0,1,qnn,0.6,0.5361702127659574,46.547537326812744,0.4841269841269842,"{'feature_map': 'ZZFeatureMap', 'ansatz': 'RealAmplitudes', 'optimizer': 'COBYLA', 'optimizer_params': {'maxiter': 100, 'disp': False, 'rhobeg': 1.0, 'max_evals_grouped': 1, 'options': {}, 'tol': None}}",ld_data,qnn_none_ld_data
86,ld_data-1.csv,none,10,70,0.1429,8,1.5945642650486686e+16,0.2076,18.6994,0.1024,690,3,0.048,0.0103,47.2902,8.0011,0.2005,0.207,-0.1409,0.3104,2.9883,0.2189,1.9965,0.8813,0.0,1,qsvc,0.7,0.5764705882352941,106.82826089859007,0.5,"{'feature_map': 'ZZFeatureMap', 'quantum_kernel': 'FidelityQuantumKernel', 'C': 0.01, 'gamma': 'scale'}",ld_data,qsvc_none_ld_data
87,ld_data-1.csv,none,10,70,0.1429,8,1.5945642650486686e+16,0.2076,18.6994,0.1024,690,3,0.048,0.0103,47.2902,8.0011,0.2005,0.207,-0.1409,0.3104,2.9883,0.2189,1.9965,0.8813,0.0,1,rf,0.9333333333333332,0.9306818181818184,0.0898761749267578,0.8888888888888888,"{'estimator__bootstrap': True, 'estimator__ccp_alpha': 0.0, 'estimator__class_weight': None, 'estimator__criterion': 'gini', 'estimator__max_depth': None, 'estimator__max_features': 'sqrt', 'estimator__max_leaf_nodes': None, 'estimator__max_samples': None, 'estimator__min_impurity_decrease': 0.0, 'estimator__min_samples_leaf': 1, 'estimator__min_samples_split': 2, 'estimator__min_weight_fraction_leaf': 0.0, 'estimator__monotonic_cst': None, 'estimator__n_estimators': 100, 'estimator__n_jobs': None, 'estimator__oob_score': False, 'estimator__random_state': None, 'estimator__verbose': 0, 'estimator__warm_start': False, 'estimator': RandomForestClassifier(), 'n_jobs': None}",ld_data,rf_none_ld_data
88,ld_data-1.csv,none,10,70,0.1429,8,1.5945642650486686e+16,0.2076,18.6994,0.1024,690,3,0.048,0.0103,47.2902,8.0011,0.2005,0.207,-0.1409,0.3104,2.9883,0.2189,1.9965,0.8813,0.0,1,svc,0.7,0.5764705882352941,0.0041780471801757,0.5,"{'estimator__C': 0.01, 'estimator__break_ties': False, 'estimator__cache_size': 200, 'estimator__class_weight': None, 'estimator__coef0': 0.0, 'estimator__decision_function_shape': 'ovr', 'estimator__degree': 3, 'estimator__gamma': 0.1, 'estimator__kernel': 'linear', 'estimator__max_iter': -1, 'estimator__probability': False, 'estimator__random_state': None, 'estimator__shrinking': True, 'estimator__tol': 0.001, 'estimator__verbose': False, 'estimator': SVC(C=0.01, gamma=0.1, kernel='linear'), 'n_jobs': None}",ld_data,svc_none_ld_data
89,ld_data-1.csv,none,10,70,0.1429,8,1.5945642650486686e+16,0.2076,18.6994,0.1024,690,3,0.048,0.0103,47.2902,8.0011,0.2005,0.207,-0.1409,0.3104,2.9883,0.2189,1.9965,0.8813,0.0,1,vqc,0.6,0.6153110047846889,154.90847325325012,0.5873015873015873,"{'feature_map': 'ZZFeatureMap', 'ansatz': 'RealAmplitudes', 'optimizer': 'COBYLA', 'optimizer_params': {'maxiter': 100, 'disp': False, 'rhobeg': 1.0, 'max_evals_grouped': 1, 'options': {}, 'tol': None}}",ld_data,vqc_none_ld_data
90,ld_data-1.csv,pca,3,70,0.0429,3,1.9997,0.2938,0.0,0.0403,210,1,0.1067,0.0896,-1.1098933184523598e+17,6.182851061155738e+17,0.2929,0.34,-0.0848,0.6927,-0.4741,0.0711,1.9882,0.8813,0.0,2,dt,0.5333333333333333,0.545,0.0032765865325927,0.4761904761904762,"{'estimator__ccp_alpha': 0.0, 'estimator__class_weight': None, 'estimator__criterion': 'gini', 'estimator__max_depth': None, 'estimator__max_features': None, 'estimator__max_leaf_nodes': None, 'estimator__min_impurity_decrease': 0.0, 'estimator__min_samples_leaf': 1, 'estimator__min_samples_split': 2, 'estimator__min_weight_fraction_leaf': 0.0, 'estimator__monotonic_cst': None, 'estimator__random_state': None, 'estimator__splitter': 'best', 'estimator': DecisionTreeClassifier(), 'n_jobs': None}",ld_data,dt_pca_ld_data
91,ld_data-1.csv,pca,3,70,0.0429,3,1.9997,0.2938,0.0,0.0403,210,1,0.1067,0.0896,-1.1098933184523598e+17,6.182851061155738e+17,0.2929,0.34,-0.0848,0.6927,-0.4741,0.0711,1.9882,0.8813,0.0,2,lr,0.6666666666666666,0.56,0.0030188560485839,0.4761904761904761,"{'estimator__C': 1.0, 'estimator__class_weight': None, 'estimator__dual': False, 'estimator__fit_intercept': True, 'estimator__intercept_scaling': 1, 'estimator__l1_ratio': None, 'estimator__max_iter': 10000, 'estimator__multi_class': 'deprecated', 'estimator__n_jobs': None, 'estimator__penalty': 'l2', 'estimator__random_state': None, 'estimator__solver': 'saga', 'estimator__tol': 0.0001, 'estimator__verbose': 0, 'estimator__warm_start': False, 'estimator': LogisticRegression(max_iter=10000, solver='saga'), 'n_jobs': None}",ld_data,lr_pca_ld_data
92,ld_data-1.csv,pca,3,70,0.0429,3,1.9997,0.2938,0.0,0.0403,210,1,0.1067,0.0896,-1.1098933184523598e+17,6.182851061155738e+17,0.2929,0.34,-0.0848,0.6927,-0.4741,0.0711,1.9882,0.8813,0.0,2,mlp,0.6333333333333333,0.6385109114249037,0.2105190753936767,0.5793650793650794,"{'estimator__activation': 'relu', 'estimator__alpha': 0.0001, 'estimator__batch_size': 'auto', 'estimator__beta_1': 0.9, 'estimator__beta_2': 0.999, 'estimator__early_stopping': False, 'estimator__epsilon': 1e-08, 'estimator__hidden_layer_sizes': 100, 'estimator__learning_rate': 'constant', 'estimator__learning_rate_init': 0.001, 'estimator__max_fun': 15000, 'estimator__max_iter': 10000, 'estimator__momentum': 0.9, 'estimator__n_iter_no_change': 10, 'estimator__nesterovs_momentum': True, 'estimator__power_t': 0.5, 'estimator__random_state': None, 'estimator__shuffle': True, 'estimator__solver': 'adam', 'estimator__tol': 0.0001, 'estimator__validation_fraction': 0.1, 'estimator__verbose': False, 'estimator__warm_start': False, 'estimator': MLPClassifier(hidden_layer_sizes=100, max_iter=10000), 'n_jobs': None}",ld_data,mlp_pca_ld_data
93,ld_data-1.csv,pca,3,70,0.0429,3,1.9997,0.2938,0.0,0.0403,210,1,0.1067,0.0896,-1.1098933184523598e+17,6.182851061155738e+17,0.2929,0.34,-0.0848,0.6927,-0.4741,0.0711,1.9882,0.8813,0.0,2,nb,0.6333333333333333,0.6385109114249037,0.0050010681152343,0.5793650793650794,"{'estimator__priors': None, 'estimator__var_smoothing': 1e-09, 'estimator': GaussianNB(), 'n_jobs': None}",ld_data,nb_pca_ld_data
94,ld_data-1.csv,pca,3,70,0.0429,3,1.9997,0.2938,0.0,0.0403,210,1,0.1067,0.0896,-1.1098933184523598e+17,6.182851061155738e+17,0.2929,0.34,-0.0848,0.6927,-0.4741,0.0711,1.9882,0.8813,0.0,2,pqk,0.6333333333333333,0.6385109114249037,2.1216890811920166,0.5793650793650794,"{'feature_map': 'ZZFeatureMap', 'feature_map_reps': 4, 'entanglement': 'pairwise', 'svc_best_params': {'C': 10, 'gamma': 0.1, 'kernel': 'rbf'}}",ld_data,pqk_pca_ld_data
95,ld_data-1.csv,pca,3,70,0.0429,3,1.9997,0.2938,0.0,0.0403,210,1,0.1067,0.0896,-1.1098933184523598e+17,6.182851061155738e+17,0.2929,0.34,-0.0848,0.6927,-0.4741,0.0711,1.9882,0.8813,0.0,2,qnn,0.6666666666666666,0.56,11.257057666778564,0.4761904761904761,"{'feature_map': 'ZZFeatureMap', 'ansatz': 'RealAmplitudes', 'optimizer': 'COBYLA', 'optimizer_params': {'maxiter': 100, 'disp': False, 'rhobeg': 1.0, 'max_evals_grouped': 1, 'options': {}, 'tol': None}}",ld_data,qnn_pca_ld_data
96,ld_data-1.csv,pca,3,70,0.0429,3,1.9997,0.2938,0.0,0.0403,210,1,0.1067,0.0896,-1.1098933184523598e+17,6.182851061155738e+17,0.2929,0.34,-0.0848,0.6927,-0.4741,0.0711,1.9882,0.8813,0.0,2,qsvc,0.7,0.5764705882352941,25.99636197090149,0.5,"{'feature_map': 'ZZFeatureMap', 'quantum_kernel': 'FidelityQuantumKernel', 'C': 0.01, 'gamma': 'scale'}",ld_data,qsvc_pca_ld_data
97,ld_data-1.csv,pca,3,70,0.0429,3,1.9997,0.2938,0.0,0.0403,210,1,0.1067,0.0896,-1.1098933184523598e+17,6.182851061155738e+17,0.2929,0.34,-0.0848,0.6927,-0.4741,0.0711,1.9882,0.8813,0.0,2,rf,0.6333333333333333,0.626812585499316,0.1175522804260253,0.5476190476190477,"{'estimator__bootstrap': True, 'estimator__ccp_alpha': 0.0, 'estimator__class_weight': None, 'estimator__criterion': 'gini', 'estimator__max_depth': None, 'estimator__max_features': 'sqrt', 'estimator__max_leaf_nodes': None, 'estimator__max_samples': None, 'estimator__min_impurity_decrease': 0.0, 'estimator__min_samples_leaf': 1, 'estimator__min_samples_split': 2, 'estimator__min_weight_fraction_leaf': 0.0, 'estimator__monotonic_cst': None, 'estimator__n_estimators': 100, 'estimator__n_jobs': None, 'estimator__oob_score': False, 'estimator__random_state': None, 'estimator__verbose': 0, 'estimator__warm_start': False, 'estimator': RandomForestClassifier(), 'n_jobs': None}",ld_data,rf_pca_ld_data
98,ld_data-1.csv,pca,3,70,0.0429,3,1.9997,0.2938,0.0,0.0403,210,1,0.1067,0.0896,-1.1098933184523598e+17,6.182851061155738e+17,0.2929,0.34,-0.0848,0.6927,-0.4741,0.0711,1.9882,0.8813,0.0,2,svc,0.7,0.5764705882352941,0.0053558349609375,0.5,"{'estimator__C': 0.01, 'estimator__break_ties': False, 'estimator__cache_size': 200, 'estimator__class_weight': None, 'estimator__coef0': 0.0, 'estimator__decision_function_shape': 'ovr', 'estimator__degree': 3, 'estimator__gamma': 0.1, 'estimator__kernel': 'linear', 'estimator__max_iter': -1, 'estimator__probability': False, 'estimator__random_state': None, 'estimator__shrinking': True, 'estimator__tol': 0.001, 'estimator__verbose': False, 'estimator': SVC(C=0.01, gamma=0.1, kernel='linear'), 'n_jobs': None}",ld_data,svc_pca_ld_data
99,ld_data-1.csv,pca,3,70,0.0429,3,1.9997,0.2938,0.0,0.0403,210,1,0.1067,0.0896,-1.1098933184523598e+17,6.182851061155738e+17,0.2929,0.34,-0.0848,0.6927,-0.4741,0.0711,1.9882,0.8813,0.0,2,vqc,0.5666666666666667,0.5809523809523809,37.44873809814453,0.5317460317460317,"{'feature_map': 'ZZFeatureMap', 'ansatz': 'RealAmplitudes', 'optimizer': 'COBYLA', 'optimizer_params': {'maxiter': 100, 'disp': False, 'rhobeg': 1.0, 'max_evals_grouped': 1, 'options': {}, 'tol': None}}",ld_data,vqc_pca_ld_data
100,ld_data-1.csv,nmf,3,70,0.0429,3,4.0363,0.3236,2.4604,0.0843,207,1,0.0233,0.0153,51.5125,11.0826,0.32,0.3351,-0.2591,0.422,1.0567,0.006,1.9883,0.8813,0.0,2,dt,0.5333333333333333,0.5333333333333333,0.0031728744506835,0.4444444444444444,"{'estimator__ccp_alpha': 0.0, 'estimator__class_weight': None, 'estimator__criterion': 'gini', 'estimator__max_depth': None, 'estimator__max_features': None, 'estimator__max_leaf_nodes': None, 'estimator__min_impurity_decrease': 0.0, 'estimator__min_samples_leaf': 1, 'estimator__min_samples_split': 2, 'estimator__min_weight_fraction_leaf': 0.0, 'estimator__monotonic_cst': None, 'estimator__random_state': None, 'estimator__splitter': 'best', 'estimator': DecisionTreeClassifier(), 'n_jobs': None}",ld_data,dt_nmf_ld_data
101,ld_data-1.csv,nmf,3,70,0.0429,3,4.0363,0.3236,2.4604,0.0843,207,1,0.0233,0.0153,51.5125,11.0826,0.32,0.3351,-0.2591,0.422,1.0567,0.006,1.9883,0.8813,0.0,2,lr,0.7,0.5764705882352941,0.0048201084136962,0.5,"{'estimator__C': 1.0, 'estimator__class_weight': None, 'estimator__dual': False, 'estimator__fit_intercept': True, 'estimator__intercept_scaling': 1, 'estimator__l1_ratio': None, 'estimator__max_iter': 10000, 'estimator__multi_class': 'deprecated', 'estimator__n_jobs': None, 'estimator__penalty': 'l2', 'estimator__random_state': None, 'estimator__solver': 'saga', 'estimator__tol': 0.0001, 'estimator__verbose': 0, 'estimator__warm_start': False, 'estimator': LogisticRegression(max_iter=10000, solver='saga'), 'n_jobs': None}",ld_data,lr_nmf_ld_data
102,ld_data-1.csv,nmf,3,70,0.0429,3,4.0363,0.3236,2.4604,0.0843,207,1,0.0233,0.0153,51.5125,11.0826,0.32,0.3351,-0.2591,0.422,1.0567,0.006,1.9883,0.8813,0.0,2,mlp,0.5666666666666667,0.5377777777777778,0.151465892791748,0.4365079365079365,"{'estimator__activation': 'relu', 'estimator__alpha': 0.0001, 'estimator__batch_size': 'auto', 'estimator__beta_1': 0.9, 'estimator__beta_2': 0.999, 'estimator__early_stopping': False, 'estimator__epsilon': 1e-08, 'estimator__hidden_layer_sizes': 100, 'estimator__learning_rate': 'constant', 'estimator__learning_rate_init': 0.001, 'estimator__max_fun': 15000, 'estimator__max_iter': 10000, 'estimator__momentum': 0.9, 'estimator__n_iter_no_change': 10, 'estimator__nesterovs_momentum': True, 'estimator__power_t': 0.5, 'estimator__random_state': None, 'estimator__shuffle': True, 'estimator__solver': 'adam', 'estimator__tol': 0.0001, 'estimator__validation_fraction': 0.1, 'estimator__verbose': False, 'estimator__warm_start': False, 'estimator': MLPClassifier(hidden_layer_sizes=100, max_iter=10000), 'n_jobs': None}",ld_data,mlp_nmf_ld_data
103,ld_data-1.csv,nmf,3,70,0.0429,3,4.0363,0.3236,2.4604,0.0843,207,1,0.0233,0.0153,51.5125,11.0826,0.32,0.3351,-0.2591,0.422,1.0567,0.006,1.9883,0.8813,0.0,2,nb,0.5666666666666667,0.5727856225930681,0.0028059482574462,0.5,"{'estimator__priors': None, 'estimator__var_smoothing': 1e-09, 'estimator': GaussianNB(), 'n_jobs': None}",ld_data,nb_nmf_ld_data
104,ld_data-1.csv,nmf,3,70,0.0429,3,4.0363,0.3236,2.4604,0.0843,207,1,0.0233,0.0153,51.5125,11.0826,0.32,0.3351,-0.2591,0.422,1.0567,0.006,1.9883,0.8813,0.0,2,pqk,0.6,0.5840909090909091,2.071669101715088,0.492063492063492,"{'feature_map': 'ZZFeatureMap', 'feature_map_reps': 4, 'entanglement': 'pairwise', 'svc_best_params': {'C': 10, 'gamma': 0.001, 'kernel': 'linear'}}",ld_data,pqk_nmf_ld_data
105,ld_data-1.csv,nmf,3,70,0.0429,3,4.0363,0.3236,2.4604,0.0843,207,1,0.0233,0.0153,51.5125,11.0826,0.32,0.3351,-0.2591,0.422,1.0567,0.006,1.9883,0.8813,0.0,2,qnn,0.6666666666666666,0.56,11.19116497039795,0.4761904761904761,"{'feature_map': 'ZZFeatureMap', 'ansatz': 'RealAmplitudes', 'optimizer': 'COBYLA', 'optimizer_params': {'maxiter': 100, 'disp': False, 'rhobeg': 1.0, 'max_evals_grouped': 1, 'options': {}, 'tol': None}}",ld_data,qnn_nmf_ld_data
106,ld_data-1.csv,nmf,3,70,0.0429,3,4.0363,0.3236,2.4604,0.0843,207,1,0.0233,0.0153,51.5125,11.0826,0.32,0.3351,-0.2591,0.422,1.0567,0.006,1.9883,0.8813,0.0,2,qsvc,0.7,0.5764705882352941,26.847078800201416,0.5,"{'feature_map': 'ZZFeatureMap', 'quantum_kernel': 'FidelityQuantumKernel', 'C': 0.01, 'gamma': 'scale'}",ld_data,qsvc_nmf_ld_data
107,ld_data-1.csv,nmf,3,70,0.0429,3,4.0363,0.3236,2.4604,0.0843,207,1,0.0233,0.0153,51.5125,11.0826,0.32,0.3351,-0.2591,0.422,1.0567,0.006,1.9883,0.8813,0.0,2,rf,0.5666666666666667,0.5809523809523809,0.0860271453857421,0.5317460317460317,"{'estimator__bootstrap': True, 'estimator__ccp_alpha': 0.0, 'estimator__class_weight': None, 'estimator__criterion': 'gini', 'estimator__max_depth': None, 'estimator__max_features': 'sqrt', 'estimator__max_leaf_nodes': None, 'estimator__max_samples': None, 'estimator__min_impurity_decrease': 0.0, 'estimator__min_samples_leaf': 1, 'estimator__min_samples_split': 2, 'estimator__min_weight_fraction_leaf': 0.0, 'estimator__monotonic_cst': None, 'estimator__n_estimators': 100, 'estimator__n_jobs': None, 'estimator__oob_score': False, 'estimator__random_state': None, 'estimator__verbose': 0, 'estimator__warm_start': False, 'estimator': RandomForestClassifier(), 'n_jobs': None}",ld_data,rf_nmf_ld_data
108,ld_data-1.csv,nmf,3,70,0.0429,3,4.0363,0.3236,2.4604,0.0843,207,1,0.0233,0.0153,51.5125,11.0826,0.32,0.3351,-0.2591,0.422,1.0567,0.006,1.9883,0.8813,0.0,2,svc,0.7,0.5764705882352941,0.0034430027008056,0.5,"{'estimator__C': 0.01, 'estimator__break_ties': False, 'estimator__cache_size': 200, 'estimator__class_weight': None, 'estimator__coef0': 0.0, 'estimator__decision_function_shape': 'ovr', 'estimator__degree': 3, 'estimator__gamma': 0.1, 'estimator__kernel': 'linear', 'estimator__max_iter': -1, 'estimator__probability': False, 'estimator__random_state': None, 'estimator__shrinking': True, 'estimator__tol': 0.001, 'estimator__verbose': False, 'estimator': SVC(C=0.01, gamma=0.1, kernel='linear'), 'n_jobs': None}",ld_data,svc_nmf_ld_data
109,ld_data-1.csv,nmf,3,70,0.0429,3,4.0363,0.3236,2.4604,0.0843,207,1,0.0233,0.0153,51.5125,11.0826,0.32,0.3351,-0.2591,0.422,1.0567,0.006,1.9883,0.8813,0.0,2,vqc,0.5,0.5070603337612324,36.44207072257995,0.4206349206349206,"{'feature_map': 'ZZFeatureMap', 'ansatz': 'RealAmplitudes', 'optimizer': 'COBYLA', 'optimizer_params': {'maxiter': 100, 'disp': False, 'rhobeg': 1.0, 'max_evals_grouped': 1, 'options': {}, 'tol': None}}",ld_data,vqc_nmf_ld_data
